苏州频道,#genre#
北京卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
北京纪实科教,http://192.168.2.119:35455/itv/1000000001000001910.m3u8?cdn=ystenlive
北京纪实科教-HEVC,http://192.168.2.119:35455/itv/1000000005000265020.m3u8?cdn=ystenlive
北京卡酷少儿,http://192.168.2.119:35455/itv/7851974109718180595.m3u8?cdn=bestzb
安徽卫视,http://192.168.2.119:35455/itv/1000000001000030159.m3u8?cdn=ystenlive
安徽卫视-50-FPS,http://192.168.2.119:35455/itv/6000000001000009954.m3u8?cdn=wasusyt
安徽卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
东南卫视,http://192.168.2.119:35455/itv/5000000004000010584.m3u8?cdn=bestzb
东南卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
甘肃卫视,http://192.168.2.119:35455/itv/5000000011000031121.m3u8?cdn=bestzb
广东卫视,http://192.168.2.119:35455/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视-50-FPS,http://192.168.2.119:35455/itv/6000000001000031076.m3u8?cdn=wasusyt
广东卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
广西卫视,http://192.168.2.119:35455/itv/5000000011000031118.m3u8?cdn=bestzb
贵州卫视,http://192.168.2.119:35455/itv/5000000004000025843.m3u8?cdn=bestzb
海南卫视,http://192.168.2.119:35455/itv/5000000004000006211.m3u8?cdn=bestzb
河北卫视,http://192.168.2.119:35455/itv/5000000006000040016.m3u8?cdn=bestzb
河南卫视,http://192.168.2.119:35455/itv/5000000011000031119.m3u8?cdn=bestzb
黑龙江卫视,http://192.168.2.119:35455/itv/1000000001000001925.m3u8?cdn=ystenlive
黑龙江卫视-50-FPS,http://192.168.2.119:35455/itv/6000000001000016510.m3u8?cdn=wasusyt
黑龙江卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265029.m3u8?cdn=ystenlive
湖北卫视,http://192.168.2.119:35455/itv/1000000001000024621.m3u8?cdn=ystenlive
湖北卫视-50-FPS,http://192.168.2.119:35455/itv/6000000001000015436.m3u8?cdn=wasusyt
湖北卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265023.m3u8?cdn=ystenlive
湖南卫视,http://192.168.2.119:35455/itv/5000000004000006692.m3u8?cdn=bestzb
湖南卫视-50-FPS,http://192.168.2.119:35455/itv/6000000001000018044.m3u8?cdn=wasusyt
湖南卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
湖南金鹰纪实,http://192.168.2.119:35455/itv/5000000011000031203.m3u8?cdn=bestzb
湖南快乐垂钓,http://192.168.2.119:35455/itv/5000000011000031206.m3u8?cdn=bestzb
湖南茶频道,http://192.168.2.119:35455/itv/5000000011000031209.m3u8?cdn=bestzb
吉林卫视,http://192.168.2.119:35455/itv/5000000011000031117.m3u8?cdn=bestzb
江苏卫视-50-FPS,http://192.168.2.119:35455/itv/6000000001000014861.m3u8?cdn=wasusyt
江苏卫视,http://192.168.2.119:35455/itv/1000000001000001828.m3u8?cdn=ystenlive
江苏卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265030.m3u8?cdn=ystenlive
江西卫视,http://192.168.2.119:35455/itv/1000000006000268001.m3u8?cdn=ystenlive
江西卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265032.m3u8?cdn=ystenlive
辽宁卫视,http://192.168.2.119:35455/itv/5000000004000011671.m3u8?cdn=bestzb
辽宁卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
青海卫视,http://192.168.2.119:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
山东卫视,http://192.168.2.119:35455/itv/1000000001000016568.m3u8?cdn=ystenlive
山东卫视-50-FPS,http://192.168.2.119:35455/itv/6000000001000004134.m3u8?cdn=wasusyt
山东卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265019.m3u8?cdn=ystenlive
上海东方卫视,http://192.168.2.119:35455/itv/6000000001000003639.m3u8?cdn=wasusyt
上海东方卫视-50-FPS,http://192.168.2.119:35455/itv/5000000004000014098.m3u8?cdn=bestzb
上海东方卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
上海-ICS-外语,http://192.168.2.119:35455/itv/5000000010000030951.m3u8?cdn=bestzb
上海第一财经,http://192.168.2.119:35455/itv/5000000010000027146.m3u8?cdn=bestzb
上海东方财经,http://192.168.2.119:35455/itv/5000000007000010003.m3u8?cdn=bestzb
上海东方影视,http://192.168.2.119:35455/itv/5000000010000032212.m3u8?cdn=bestzb
上海都市,http://192.168.2.119:35455/itv/5000000010000018926.m3u8?cdn=bestzb
上海法治天地,http://192.168.2.119:35455/itv/2000000002000000014.m3u8?cdn=hnbblive
上海哈哈炫动,http://192.168.2.119:35455/itv/5000000011000031123.m3u8?cdn=bestzb
上海纪实人文-50-FPS,http://192.168.2.119:35455/itv/5000000004000010282.m3u8?cdn=bestzb
上海纪实人文-HEVC,http://192.168.2.119:35455/itv/1000000005000265021.m3u8?cdn=ystenlive
上海五星体育,http://192.168.2.119:35455/itv/5000000010000017540.m3u8?cdn=bestzb
上海新闻综合,http://192.168.2.119:35455/itv/5000000011000031110.m3u8?cdn=bestzb
深圳卫视,http://192.168.2.119:35455/itv/5000000004000007410.m3u8?cdn=bestzb
深圳卫视-50-FPS,http://192.168.2.119:35455/itv/6000000001000002116.m3u8?cdn=wasusyt
深圳卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
四川卫视,http://192.168.2.119:35455/itv/5000000004000006119.m3u8?cdn=bestzb
天津卫视,http://192.168.2.119:35455/itv/5000000004000006827.m3u8?cdn=bestzb
天津卫视-50-FPS,http://192.168.2.119:35455/itv/6000000001000009186.m3u8?cdn=wasusyt
天津卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
云南卫视,http://192.168.2.119:35455/itv/5000000011000031120.m3u8?cdn=bestzb
浙江卫视-50-FPS,http://192.168.2.119:35455/itv/5000000004000007275.m3u8?cdn=bestzb
浙江卫视,http://192.168.2.119:35455/itv/1000000001000014260.m3u8?cdn=ystenlive
浙江卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265031.m3u8?cdn=ystenlive
重庆卫视,http://192.168.2.119:35455/itv/1000000001000001096.m3u8?cdn=ystenlive
重庆卫视-HEVC,http://192.168.2.119:35455/itv/1000000005000265017.m3u8?cdn=ystenlive

肥羊其他,#genre#
华数-4K,http://192.168.2.119:35455/itv/6000000003000004748.m3u8?cdn=wasusyt
纯享-4K,http://192.168.2.119:35455/itv/1000000004000011651.m3u8?cdn=ystenlive
咪咕4K-1,http://192.168.2.119:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
咪咕4K-2,http://192.168.2.119:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive
咪咕全民热练,http://192.168.2.119:35455/itv/3000000020000031315.m3u8?cdn=FifastbLive
求索动物,http://192.168.2.119:35455/itv/6000000002000010046.m3u8?cdn=wasusyt
求索纪录,http://192.168.2.119:35455/itv/6000000002000032052.m3u8?cdn=wasusyt
求索科学,http://192.168.2.119:35455/itv/6000000002000032344.m3u8?cdn=wasusyt
求索生活,http://192.168.2.119:35455/itv/6000000002000003382.m3u8?cdn=wasusyt
NewTV-精品综合,http://192.168.2.119:35455/itv/1000000004000019008.m3u8?cdn=ystenlive
NewTV-精品大剧,http://192.168.2.119:35455/itv/1000000004000013968.m3u8?cdn=ystenlive
NewTV-精品纪录,http://192.168.2.119:35455/itv/1000000004000013730.m3u8?cdn=ystenlive
NewTV-精品体育,http://192.168.2.119:35455/itv/1000000004000014634.m3u8?cdn=ystenlive
NewTV-精品萌宠,http://192.168.2.119:35455/itv/1000000006000032328.m3u8?cdn=ystenlive
NewTV-爱情喜剧,http://192.168.2.119:35455/itv/2000000003000000010.m3u8?cdn=hnbblive
NewTV-超级电视剧,http://192.168.2.119:35455/itv/1000000006000268003.m3u8?cdn=ystenlive
NewTV-超级电影,http://192.168.2.119:35455/itv/1000000003000012426.m3u8?cdn=ystenlive
NewTV-超级体育,http://192.168.2.119:35455/itv/1000000001000009601.m3u8?cdn=ystenlive
NewTV-超级综艺,http://192.168.2.119:35455/itv/1000000006000268002.m3u8?cdn=ystenlive
NewTV-潮妈辣婆,http://192.168.2.119:35455/itv/2000000003000000018.m3u8?cdn=hnbblive
NewTV-东北热剧,http://192.168.2.119:35455/itv/1000000005000266013.m3u8?cdn=ystenlive
NewTV-动作电影,http://192.168.2.119:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
NewTV-古装剧场,http://192.168.2.119:35455/itv/2000000003000000024.m3u8?cdn=hnbblive
NewTV-欢乐剧场,http://192.168.2.119:35455/itv/1000000005000266012.m3u8?cdn=ystenlive
NewTV-家庭剧场,http://192.168.2.119:35455/itv/1000000004000008284.m3u8?cdn=ystenlive
NewTV-金牌综艺,http://192.168.2.119:35455/itv/1000000004000026167.m3u8?cdn=ystenlive
NewTV-惊悚悬疑,http://192.168.2.119:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
NewTV-军旅剧场,http://192.168.2.119:35455/itv/2000000003000000014.m3u8?cdn=hnbblive
NewTV-军事评论,http://192.168.2.119:35455/itv/2000000003000000022.m3u8?cdn=hnbblive
NewTV-魅力潇湘,http://192.168.2.119:35455/itv/1000000001000006197.m3u8?cdn=ystenlive
NewTV-明星大片,http://192.168.2.119:35455/itv/2000000003000000016.m3u8?cdn=hnbblive
NewTV-农业致富,http://192.168.2.119:35455/itv/2000000003000000003.m3u8?cdn=hnbblive
NewTV-武博世界,http://192.168.2.119:35455/itv/2000000003000000007.m3u8?cdn=hnbblive
NewTV-炫舞未来,http://192.168.2.119:35455/itv/1000000001000000515.m3u8?cdn=ystenlive
NewTV-怡伴健康,http://192.168.2.119:35455/itv/1000000005000266011.m3u8?cdn=ystenlive
NewTV-中国功夫,http://192.168.2.119:35455/itv/2000000003000000009.m3u8?cdn=hnbblive
NewTV-黑莓电影,http://192.168.2.119:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
NewTV-黑莓动画,http://192.168.2.119:35455/itv/1000000004000021734.m3u8?cdn=ystenlive
NewTV-哒啵电竞,http://192.168.2.119:35455/itv/1000000006000032327.m3u8?cdn=ystenlive
NewTV-哒啵赛事,http://192.168.2.119:35455/itv/1000000001000003775.m3u8?cdn=ystenlive
SiTV-动漫秀场,http://192.168.2.119:35455/itv/5000000011000031113.m3u8?cdn=bestzb
SiTV-都市剧场,http://192.168.2.119:35455/itv/5000000011000031111.m3u8?cdn=bestzb
SiTV-法治天地,http://192.168.2.119:35455/itv/9001547084732463424.m3u8?cdn=bestzb
SiTV-欢笑剧场,http://192.168.2.119:35455/itv/5000000002000009455.m3u8?cdn=bestzb
SiTV-欢笑剧场-4K,http://192.168.2.119:35455/itv/5000000007000010001.m3u8?cdn=bestzb
SiTV-金色学堂,http://192.168.2.119:35455/itv/5000000010000026105.m3u8?cdn=bestzb
SiTV-劲爆体育,http://192.168.2.119:35455/itv/5000000002000029972.m3u8?cdn=bestzb
SiTV-乐游,http://192.168.2.119:35455/itv/5000000011000031112.m3u8?cdn=bestzb
SiTV-魅力足球,http://192.168.2.119:35455/itv/5000000011000031207.m3u8?cdn=bestzb
SiTV-七彩戏剧,http://192.168.2.119:35455/itv/5000000011000031116.m3u8?cdn=bestzb
SiTV-生活时尚,http://192.168.2.119:35455/itv/5000000002000019634.m3u8?cdn=bestzb
SiTV-游戏风云,http://192.168.2.119:35455/itv/5000000011000031114.m3u8?cdn=bestzb
iHOT-爱电竞,http://192.168.2.119:35455/itv/6000000006000230630.m3u8?cdn=wasusyt
iHOT-爱谍战,http://192.168.2.119:35455/itv/6000000006000070630.m3u8?cdn=wasusyt
iHOT-爱动漫,http://192.168.2.119:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
iHOT-爱都市,http://192.168.2.119:35455/itv/6000000006000080630.m3u8?cdn=wasusyt
iHOT-爱怀旧,http://192.168.2.119:35455/itv/6000000006000260630.m3u8?cdn=wasusyt
iHOT-爱经典,http://192.168.2.119:35455/itv/6000000006000060630.m3u8?cdn=wasusyt
iHOT-爱科幻,http://192.168.2.119:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
iHOT-爱科学,http://192.168.2.119:35455/itv/6000000006000160630.m3u8?cdn=wasusyt
iHOT-爱浪漫,http://192.168.2.119:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
iHOT-爱历史,http://192.168.2.119:35455/itv/6000000006000150630.m3u8?cdn=wasusyt
iHOT-爱旅行,http://192.168.2.119:35455/itv/6000000006000250630.m3u8?cdn=wasusyt
iHOT-爱奇谈,http://192.168.2.119:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
iHOT-爱青春,http://192.168.2.119:35455/itv/6000000006000100630.m3u8?cdn=wasusyt
iHOT-爱赛车,http://192.168.2.119:35455/itv/6000000006000240630.m3u8?cdn=wasusyt
iHOT-爱体育,http://192.168.2.119:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
iHOT-爱玩具,http://192.168.2.119:35455/itv/6000000006000220630.m3u8?cdn=wasusyt
iHOT-爱喜剧,http://192.168.2.119:35455/itv/6000000006000010630.m3u8?cdn=wasusyt
iHOT-爱悬疑,http://192.168.2.119:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
iHOT-爱幼教,http://192.168.2.119:35455/itv/6000000006000180630.m3u8?cdn=wasusyt
iHOT-爱院线,http://192.168.2.119:35455/itv/6000000006000030630.m3u8?cdn=wasusyt

江苏联通节目,#genre#
CCTV-1超清,http://122.96.52.98:8006/JS_CUCC/G_CCTV-1-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2FOznEw5ACTSrHMBvUwWYju8I0NxO6DE%2FSuSmSaIDvra&p=GITV&area=JS_CUCC
CCTV-2超清-GITV,http://122.96.52.98:8006/JS_CUCC/G_CCTV-2-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV5yCQsaHUJaH%2Fxn9vdjuQli8I0NxO6DE%2FSuSmSaIDvra&p=GITV&area=JS_CUCC
CCTV-3超清-8M,http://122.96.52.98:8006/JS_CUCC/G_CCTV-3-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVwchOIAHIvnq%2BUcSrHG%2FCye8I0NxO6DE%2FSuSmSaIDvra&p=GITV&area=JS_CUCC
CCTV-4中文国际超清-8M,http://122.96.52.98:8006/JS_CUCC/G_CCTV-4-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV6fSvTmPikYsXuEeachy%2Fd28I0NxO6DE%2FSuSmSaIDvra&p=GITV&area=JS_CUCC
CCTV-5超清,http://122.96.52.98:8006/JS_CUCC/G_CCTV-5-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV9%2Fu2FVgVtXRk1jXotyt%2Bkq8I0NxO6DE%2FSuSmSaIDvra&p=GITV&area=JS_CUCC
CCTV-5PLUS超清,http://122.96.52.98:8006/JS_CUCC/G_CCTV-5PLUS-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV54x3ZVhpAE%2BHYVoOre4Tuv2YTeVPNc48FsGWUrcYIbw&p=GITV&area=JS_CUCC
CCTV-6电影超清-8M,http://122.96.52.98:8006/JS_CUCC/G_CCTV-6-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVzPE9nstNyiWL3R1FohH0lW8I0NxO6DE%2FSuSmSaIDvra&p=GITV&area=JS_CUCC
CCTV-7超清,http://122.96.52.98:8006/JS_CUCC/G_CCTV-7-HQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV6SLOZAqy5j4rGefgzhnJTS7EY7h3Q3LxMz36SIihqfb&p=GITV&area=JS_CUCC
CCTV-8电视剧超清-8M,http://122.96.52.98:8006/JS_CUCC/G_CCTV-8-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV7%2BVG%2BHLqkdbzdVfeRZfJ5a7EY7h3Q3LxMz36SIihqfb&p=GITV&area=JS_CUCC
CCTV-9,http://122.96.52.98:8006/JS_CUCC/G_CCTV-9-HQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2FoClBBVlgoZCK8N6M6JqtG7EY7h3Q3LxMz36SIihqfb&p=GITV&area=JS_CUCC
CCTV-10超清,http://122.96.52.98:8006/JS_CUCC/G_CCTV-10-HQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2F25M6LlDqXZu2VSq840d404y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
CCTV-11超清,http://122.96.52.98:8006/JS_CUCC/G_CCTV-11-HQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2BLEEacZnCIbHfc8y0bZ8PI4y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
CCTV-12高清,http://122.96.52.98:8006/JS_CUCC/G_CCTV-12-HD.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV6JHnmtEJGCNRt%2F5Mv9bG1I4y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
CCTV-13超清,http://122.96.52.98:8006/JS_CUCC/G_CCTV-13-HQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVyWK3yuYWid0ILBY8hUozGE4y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
CCTV15音乐频道,http://122.96.52.98:8006/JS_CUCC/G_CCTV-15-HQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV40thdW4a5cnposClaYWBoY4y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
CCTV16,http://122.96.52.98:8006/JS_CUCC/G_CCTV-16-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV0sQTAG8SXL7CymN0BPpJYQ4y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
CCTV17农业农村,http://122.96.52.98:8006/JS_CUCC/G_CCTV-17-HQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVybYtYCoULNlZ%2BU1yEXUBpY4y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
CGTN,http://122.96.52.98:8006/JS_CUCC/G_CCTV-NEWS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV5FKAH%2BXNWb1nvXrUfJTbTq7EY7h3Q3LxMz36SIihqfb&p=GITV&area=JS_CUCC
CETV-1,http://122.96.52.98:8006/JS_CUCC/G_CETV-1.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV2XN6jI9hZFwiMv2sWVmPgNy3SBZSWLfpNi3MsqhXagJ&p=GITV&area=JS_CUCC
CETV-2,http://122.96.52.98:8006/JS_CUCC/G_CETV-2.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV2G2CGq0510Zz94a54zG8Ehy3SBZSWLfpNi3MsqhXagJ&p=GITV&area=JS_CUCC
CETV-3,http://122.96.52.98:8006/JS_CUCC/G_CETV-3.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV5ugu22Ytkz6srRcitxWRnFy3SBZSWLfpNi3MsqhXagJ&p=GITV&area=JS_CUCC
CETV-4,http://122.96.52.98:8006/JS_CUCC/G_CETV-4.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV3pVB%2FARIHQWl%2BJHXauBVaty3SBZSWLfpNi3MsqhXagJ&p=GITV&area=JS_CUCC
江苏卫视超清,http://122.96.52.98:8006/JS_CUCC/G_JIANGSU-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV53Um9EQMFzb3e2vRahqYSM4y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
浙江卫视高清,http://122.96.52.98:8006/JS_CUCC/ZJWS-HD.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVw3ZlmcmHLENEZKakfjqTSwOP7fmtYNYadKMB6wfdw%2B1&p=GITV&area=JS_CUCC
湖南卫视高清,http://122.96.52.98:8006/JS_CUCC/HNWS-HD.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVyWYfXsozNbEdouT0O6Wmw8OP7fmtYNYadKMB6wfdw%2B1&p=GITV&area=JS_CUCC
东方卫视高清,http://122.96.52.98:8006/JS_CUCC/DFWS-HD.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2BO6hbRJXT8NiWwGGS4RNPoOP7fmtYNYadKMB6wfdw%2B1&p=GITV&area=JS_CUCC
北京卫视超清-8M,http://122.96.52.98:8006/JS_CUCC/G_BEIJING-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV3dweAXw3TLQ0su1DWAud584y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
深圳卫视高清,http://122.96.52.98:8006/JS_CUCC/SZWS-HD.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV1EpCbiX3gS23hxXPodz1z4OP7fmtYNYadKMB6wfdw%2B1&p=GITV&area=JS_CUCC
广东卫视高清,http://122.96.52.98:8006/JS_CUCC/GDWS-HD.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV7YYk%2FNMhiSkYw3tSTCv4QkOP7fmtYNYadKMB6wfdw%2B1&p=GITV&area=JS_CUCC
辽宁卫视,http://122.96.52.98:8006/JS_CUCC/LNWS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2Fc4CRAuHlxOl7ujS0yeRQyh6T6Tk%2FxC%2FR7C%2FVai0Y0n&p=GITV&area=JS_CUCC
安徽卫视超清,http://122.96.52.98:8006/JS_CUCC/G_ANHUI-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV24w3zwcETIIvkijbg0ax%2FiBek7%2BBQ9CW5vOGiXZgCD8&p=GITV&area=JS_CUCC
山东卫视,http://122.96.52.98:8006/JS_CUCC/SDWS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVzoxD4nAJfMovgiglLl4i%2Fqh6T6Tk%2FxC%2FR7C%2FVai0Y0n&p=GITV&area=JS_CUCC
黑龙江卫视高清,http://122.96.52.98:8006/JS_CUCC/HLJWS-HD.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV2pjq1LJa7vanZ9caUmW9kBy3SBZSWLfpNi3MsqhXagJ&p=GITV&area=JS_CUCC
广西卫视,http://122.96.52.98:8006/JS_CUCC/GXWS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV9RgDHm1q7xplgc%2BQsNl1aeh6T6Tk%2FxC%2FR7C%2FVai0Y0n&p=GITV&area=JS_CUCC
海南卫视,http://122.96.52.98:8006/JS_CUCC/LYWS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVwxsuthJv9tJhVVjvVE25RWh6T6Tk%2FxC%2FR7C%2FVai0Y0n&p=GITV&area=JS_CUCC
重庆卫视,http://122.96.52.98:8006/JS_CUCC/G_CHONGQING-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV5FqHW6qVcpEGyFqe3ywDRzU1UFnetLlTNzEtZeo4MUo&p=GITV&area=JS_CUCC
四川卫视,http://122.96.52.98:8006/JS_CUCC/SCWS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV7rQnaEYfDT2G2UYZtz0BTuh6T6Tk%2FxC%2FR7C%2FVai0Y0n&p=GITV&area=JS_CUCC
河南卫视,http://122.96.52.98:8006/JS_CUCC/HENAN.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2BkEs%2FAMSNBWUzvmpKKguSLhCsZiWNVb%2B9ug3Ov%2B5E3U&p=GITV&area=JS_CUCC
天津卫视超清,http://122.96.52.98:8006/JS_CUCC/G_TIANJIN-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVwAogWy2ujKRUnxN2QakGrs4y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
东南卫视,http://122.96.52.98:8006/JS_CUCC/DNWS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV685n1HfoUfCd54LFEwPhjmh6T6Tk%2FxC%2FR7C%2FVai0Y0n&p=GITV&area=JS_CUCC
天津卫视,http://122.96.52.98:8006/JS_CUCC/TJWS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2BYCE%2B14RvRHcGOkTyx1aGyh6T6Tk%2FxC%2FR7C%2FVai0Y0n&p=GITV&area=JS_CUCC
江西卫视,http://122.96.52.98:8006/JS_CUCC/JXWS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV8RQMz8tRotv%2FGVcf7rRX%2Byh6T6Tk%2FxC%2FR7C%2FVai0Y0n&p=GITV&area=JS_CUCC
湖北卫视超清-8M,http://122.96.52.98:8006/JS_CUCC/G_HUBEI-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV1de54cwgTzb9zukSjsXtyGBek7%2BBQ9CW5vOGiXZgCD8&p=GITV&area=JS_CUCC
吉林卫视,http://122.96.52.98:8006/JS_CUCC/G_JILIN-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV9Xc00QqSZ3WrJKa5dYLvleBek7%2BBQ9CW5vOGiXZgCD8&p=GITV&area=JS_CUCC
山西卫视,http://122.96.52.98:8006/JS_CUCC/SXWS.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV9LhcyBvTYhd4GjUWOgwVf6h6T6Tk%2FxC%2FR7C%2FVai0Y0n&p=GITV&area=JS_CUCC
贵州卫视,http://122.96.52.98:8006/JS_CUCC/G_GUIZHOU-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV8bhhtaW7uww1Ae6Ga8I8WA4y3%2FsnpgbU0WpqKb0KrKe&p=GITV&area=JS_CUCC
青海卫视,http://122.96.52.98:8006/JS_CUCC/G_QINGHAI.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVzb4ZV4MRM%2FuziRDUBdlcdvr1FUZfqMz7k6pJmQ%2Byn3T&p=GITV&area=JS_CUCC
内蒙古卫视,http://122.96.52.98:8006/JS_CUCC/G_NEIMENGGU.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNVzDCKJ%2FajYEPs15x2iu%2FW2O7EY7h3Q3LxMz36SIihqfb&p=GITV&area=JS_CUCC
云南卫视,http://122.96.52.98:8006/JS_CUCC/G_YUNNAN.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV3NEcLiNVy%2F4m64sfSSWwody3SBZSWLfpNi3MsqhXagJ&p=GITV&area=JS_CUCC
河北卫视,http://122.96.52.98:8006/JS_CUCC/G_HEBEI-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV4OvvgsRtau7P%2BHyuJDm%2Fn%2BBek7%2BBQ9CW5vOGiXZgCD8&p=GITV&area=JS_CUCC
河南卫视,http://122.96.52.98:8006/JS_CUCC/G_HENAN-CQ.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV%2FPHZCGOIm32EzItmDWjIfDyvpPW8hxBd0Rtq%2Bwa619R&p=GITV&area=JS_CUCC
宁夏卫视,http://122.96.52.98:8006/JS_CUCC/G_NINGXIA.m3u8?Authinfo=WJEw%2FLGOpXAbDrp8qfrNV4DusqNcZuvlGiEshZb7zUD67I1TO8aYxU2OOn2O9P1h&p=GITV&area=JS_CUCC
